N_features,Depth,Learning Rate,N_trees,AUC_vl,Pr_vl
11,5,0.01,700,0.985333571,0.251761847
25,9,0.001,800,0.985115689,0.251761847
25,10,0.001,600,0.98544424,0.251761847
22,10,0.001,900,0.985284055,0.251761847
12,6,0.01,500,0.984972688,0.251761847
13,9,0.1,400,0.985083635,0.251761847
10,9,0.1,900,0.984303743,0.251761847
14,10,0.1,800,0.984539018,0.25170068
25,10,0.001,300,0.985410735,0.25170068
31,4,0.01,300,0.984813388,0.25170068
30,10,0.001,100,0.985309288,0.25170068
23,9,0.001,1000,0.985173288,0.25170068
29,7,0.1,1000,0.983618623,0.25170068
12,9,0.1,900,0.983982593,0.25170068
19,10,0.1,100,0.985427714,0.251639543
10,7,0.1,800,0.984391235,0.251639543
31,8,0.1,900,0.982998751,0.251639543
33,8,0.001,600,0.985307715,0.251639543
17,10,0.01,200,0.985266847,0.251578436
21,6,0.1,1000,0.984155609,0.251578436
28,6,0.1,700,0.98358109,0.251578436
24,9,0.001,700,0.985280096,0.251578436
32,7,0.1,600,0.983841783,0.251578436
10,9,0.1,300,0.984899599,0.251578436
32,8,0.001,500,0.985131792,0.251578436
34,7,0.001,800,0.985004913,0.251578436
18,10,0.1,900,0.984522423,0.251517359
23,7,0.1,400,0.985550722,0.251517359
31,8,0.001,300,0.985035769,0.251517359
32,9,0.1,400,0.984443638,0.251517359
18,9,0.1,500,0.984183247,0.251456311
15,7,0.1,700,0.984355027,0.251456311
12,1,0.1,400,0.984980824,0.251456311
29,9,0.001,400,0.985319294,0.251456311
18,9,0.01,200,0.985387498,0.251395292
18,7,0.1,500,0.983482,0.251395292
25,1,0.1,200,0.984913672,0.251395292
30,7,0.1,800,0.984001418,0.251395292
27,8,0.001,900,0.985162064,0.251395292
33,8,0.001,300,0.985056878,0.251395292
35,8,0.1,500,0.984947328,0.251395292
17,5,0.01,400,0.98479174,0.251334304
35,7,0.001,1000,0.985504717,0.251334304
22,5,0.01,400,0.985052744,0.251334304
28,9,0.01,100,0.985254849,0.251334304
30,9,0.001,500,0.985444941,0.251334304
19,6,0.01,300,0.985145699,0.251273345
26,6,0.01,200,0.984979018,0.251273345
25,7,0.1,700,0.983819628,0.251273345
27,9,0.001,200,0.984721315,0.251273345
24,10,0.001,500,0.98522015,0.251273345
28,9,0.001,500,0.985227698,0.251273345
34,7,0.1,600,0.98487721,0.251273345
34,7,0.001,700,0.985043049,0.251273345
23,10,0.1,200,0.985509562,0.251212415
26,9,0.001,600,0.985191407,0.251212415
30,9,0.001,600,0.985469751,0.251212415
17,10,0.1,100,0.98518682,0.251151515
20,6,0.1,700,0.984407557,0.251151515
25,7,0.1,300,0.985312044,0.251151515
24,8,0.001,1000,0.98499382,0.251151515
28,8,0.001,800,0.985188709,0.251151515
34,10,0.1,300,0.985017758,0.251151515
35,10,0.1,900,0.984874893,0.251151515
21,1,0.1,300,0.985147111,0.251090645
22,7,0.1,700,0.984322276,0.251090645
17,10,0.1,800,0.984744756,0.251090645
11,6,0.01,500,0.984740914,0.251090645
26,10,0.1,100,0.985059147,0.251090645
12,9,0.1,100,0.985184814,0.251090645
30,10,0.001,200,0.985548015,0.251090645
25,10,0.001,900,0.985572678,0.251090645
13,4,0.01,700,0.98504282,0.251029804
18,6,0.1,800,0.984227855,0.251029804
16,3,0.1,100,0.985124308,0.251029804
12,9,0.01,400,0.98544221,0.251029804
19,4,0.01,500,0.984737773,0.251029804
21,2,0.01,900,0.984790503,0.251029804
20,7,0.1,900,0.984984354,0.251029804
20,9,0.1,900,0.983830106,0.251029804
31,3,0.01,500,0.984703483,0.251029804
29,10,0.1,400,0.984797549,0.251029804
33,6,0.1,700,0.983187388,0.251029804
30,9,0.1,1000,0.984404353,0.251029804
21,2,0.1,100,0.984628881,0.251028807
18,9,0.1,200,0.985500481,0.250968992
14,8,0.1,300,0.98491241,0.250968992
19,8,0.1,900,0.983207576,0.250968992
16,6,0.01,400,0.985226096,0.250968992
17,2,0.01,1000,0.984720166,0.250968992
17,7,0.1,600,0.984337351,0.250968992
11,8,0.1,400,0.984263742,0.250968992
25,9,0.001,700,0.985180782,0.250968992
30,9,0.1,500,0.984005323,0.250968992
31,6,0.1,1000,0.984193746,0.250968992
32,10,0.1,700,0.98473454,0.250968992
14,1,0.1,300,0.984593622,0.25090821
18,8,0.1,600,0.984432371,0.25090821
35,7,0.001,800,0.98509443,0.25090821
21,9,0.1,200,0.984555277,0.25090821
30,8,0.001,500,0.985018961,0.25090821
26,6,0.1,500,0.985148752,0.250847458
25,7,0.1,600,0.984491124,0.250847458
30,7,0.1,500,0.983576046,0.250847458
33,2,0.01,400,0.984070645,0.250847458
18,7,0.01,300,0.985150456,0.250786734
17,6,0.01,300,0.984912333,0.250786734
23,7,0.1,600,0.98403228,0.250786734
26,10,0.001,100,0.985218091,0.250786734
26,10,0.1,200,0.984795479,0.250786734
28,7,0.01,100,0.984671273,0.250786734
28,8,0.1,500,0.984066754,0.250786734
25,9,0.1,800,0.983402231,0.250786734
35,9,0.1,800,0.984923712,0.250786734
17,8,0.1,200,0.984909922,0.250726041
14,10,0.1,700,0.983980762,0.250726041
23,5,0.01,300,0.984779216,0.250726041
22,8,0.1,500,0.984690697,0.250726041
26,8,0.1,200,0.985384192,0.250726041
27,2,0.01,700,0.984775978,0.250726041
31,7,0.01,100,0.985222205,0.250726041
13,3,0.1,100,0.984873709,0.250726041
15,3,0.1,100,0.984711041,0.250665376
16,8,0.01,300,0.98528311,0.250665376
21,8,0.1,500,0.984483722,0.250665376
26,9,0.01,100,0.985454622,0.250665376
12,3,0.01,900,0.984910424,0.250665376
27,10,0.1,1000,0.984661851,0.250665376
14,6,0.1,1000,0.984643844,0.250604741
10,6,0.01,500,0.984891273,0.250604741
16,3,0.01,800,0.98511956,0.250604741
11,6,0.1,100,0.985828287,0.250604741
22,7,0.01,200,0.985060544,0.250604741
27,9,0.001,700,0.985278353,0.250604741
26,9,0.001,700,0.98510912,0.250604741
10,6,0.1,1000,0.983855105,0.250604741
31,8,0.001,500,0.984950225,0.250604741
34,10,0.1,200,0.985403708,0.250604741
13,10,0.1,500,0.984110383,0.250544135
19,8,0.1,800,0.983107366,0.250544135
24,7,0.1,300,0.985444951,0.250544135
23,7,0.1,900,0.98474311,0.250544135
31,8,0.1,500,0.984667606,0.250544135
26,5,0.01,300,0.984994273,0.250483559
24,10,0.001,300,0.9849575,0.250483559
32,6,0.01,200,0.985168088,0.250483559
34,8,0.001,200,0.984870656,0.250483559
29,10,0.1,200,0.985482406,0.250423012
28,9,0.1,600,0.984766463,0.250423012
35,2,0.1,100,0.98568289,0.250423012
10,9,0.1,200,0.984521727,0.250423012
32,9,0.1,600,0.984405025,0.250423012
17,8,0.1,800,0.984111581,0.250362494
24,9,0.1,800,0.984618621,0.250362494
31,9,0.1,200,0.985237441,0.250362494
12,4,0.01,700,0.98506218,0.250362494
30,8,0.1,800,0.982398961,0.250362494
13,6,0.1,800,0.984814304,0.250362494
32,9,0.001,500,0.985408539,0.250362494
19,1,0.1,200,0.9848247,0.250302005
13,9,0.01,300,0.985250715,0.250302005
18,8,0.1,900,0.983487687,0.250302005
22,10,0.1,500,0.985218363,0.250302005
28,8,0.1,400,0.985140006,0.250302005
26,9,0.1,600,0.984417509,0.250302005
31,8,0.001,100,0.984406928,0.250302005
24,10,0.001,600,0.985261719,0.250302005
12,5,0.01,600,0.985172095,0.250302005
16,10,0.1,800,0.98443835,0.250241546
24,9,0.1,200,0.985455094,0.250241546
22,9,0.001,900,0.984993747,0.250241546
35,8,0.1,700,0.98387951,0.250241546
29,1,0.1,100,0.984364346,0.250241313
34,1,0.01,1000,0.984147142,0.250241313
16,8,0.1,300,0.984938666,0.250181116
19,2,0.01,1000,0.984857553,0.250181116
17,10,0.1,600,0.984197573,0.250181116
24,8,0.001,800,0.984917187,0.250181116
19,9,0.1,700,0.984602621,0.250120715
20,2,0.01,800,0.984602781,0.250120715
21,7,0.1,500,0.983842104,0.250120715
27,8,0.01,100,0.985130833,0.250120715
22,8,0.1,900,0.984218433,0.250120715
32,2,0.01,600,0.984405623,0.250120715
26,8,0.001,1000,0.985051994,0.250120715
12,10,0.1,600,0.983957487,0.250120715
34,7,0.001,400,0.98476712,0.250120715
20,7,0.1,600,0.984902716,0.250060343
19,10,0.1,1000,0.984260192,0.250060343
26,10,0.001,400,0.985216898,0.250060343
25,9,0.001,900,0.985390732,0.250060343
35,1,0.01,1000,0.984314071,0.250060343
18,2,0.01,900,0.984654406,0.25
11,7,0.1,700,0.98473602,0.25
26,10,0.01,100,0.985423853,0.25
22,10,0.001,700,0.985341639,0.25
34,7,0.1,400,0.984967312,0.25
11,7,0.01,500,0.985374624,0.249939686
27,8,0.001,1000,0.985220296,0.249939686
18,7,0.1,800,0.98193403,0.249879402
16,2,0.01,1000,0.984874927,0.249879402
20,9,0.01,100,0.985022812,0.249879402
22,2,0.1,100,0.98483998,0.249879402
27,5,0.01,300,0.985043117,0.249879402
20,10,0.001,1000,0.985166491,0.249879402
27,10,0.1,800,0.984945273,0.249879402
34,8,0.001,300,0.985154702,0.249879402
14,6,0.1,800,0.983311808,0.249819146
14,6,0.01,400,0.985070901,0.249819146
15,6,0.01,400,0.985270445,0.249819146
30,9,0.001,400,0.985385745,0.249819146
35,1,0.01,900,0.984095269,0.249759152
18,9,0.1,400,0.984446725,0.24975892
19,5,0.01,400,0.985029444,0.24975892
20,9,0.1,100,0.985655651,0.24975892
21,10,0.1,500,0.985052797,0.24975892
23,10,0.001,600,0.985296525,0.24975892
28,9,0.001,400,0.985198034,0.24975892
26,9,0.1,800,0.984544384,0.24975892
34,8,0.1,600,0.985155802,0.24975892
32,7,0.001,900,0.985032463,0.24975892
13,7,0.01,400,0.985029405,0.249698723
19,3,0.01,700,0.985114043,0.249698723
33,1,0.1,100,0.984233791,0.249698723
34,1,0.01,900,0.983915353,0.249698723
17,2,0.1,100,0.984985031,0.249638554
14,8,0.1,500,0.985251942,0.249638554
21,10,0.1,100,0.985732659,0.249638554
21,10,0.01,100,0.984950893,0.249638554
17,9,0.1,1000,0.984380678,0.249638554
26,9,0.001,400,0.98510056,0.249638554
25,9,0.1,700,0.984332355,0.249638554
21,10,0.001,900,0.985209073,0.249638554
12,6,0.1,800,0.984336737,0.249638554
27,9,0.1,800,0.98449349,0.249638554
30,8,0.001,700,0.98529764,0.249638554
17,3,0.01,700,0.984823478,0.249578415
14,8,0.1,800,0.98468052,0.249578415
26,2,0.1,100,0.984925986,0.249578415
24,6,0.1,900,0.983573728,0.249578415
22,8,0.1,800,0.984593028,0.249578415
27,8,0.1,500,0.983754447,0.249578415
24,9,0.001,800,0.985033369,0.249578415
28,8,0.001,900,0.985194236,0.249578415
12,8,0.1,800,0.983870687,0.249578415
19,8,0.01,200,0.98502809,0.249518304
21,9,0.1,300,0.985107246,0.249518304
23,8,0.001,900,0.984900977,0.249518304
32,2,0.1,100,0.984999999,0.249518304
32,3,0.01,400,0.984674385,0.249518304
10,8,0.1,400,0.985249624,0.249518304
15,5,0.01,500,0.985077416,0.249458223
15,10,0.01,200,0.985040794,0.249458223
17,10,0.1,500,0.984013952,0.249458223
21,9,0.1,400,0.984373773,0.249458223
26,8,0.01,100,0.984869244,0.249458223
32,5,0.01,200,0.984577227,0.249458223
32,6,0.1,1000,0.983716691,0.249458223
32,7,0.001,500,0.984609608,0.249458223
35,8,0.001,100,0.984769925,0.24939817
15,2,0.01,1000,0.984804073,0.24939817
25,9,0.1,1000,0.984299419,0.24939817
21,10,0.001,1000,0.985255112,0.24939817
33,7,0.001,100,0.98432136,0.24939817
27,9,0.001,800,0.985245373,0.24939817
35,2,0.01,500,0.984456746,0.24939817
13,7,0.1,500,0.984649196,0.24939817
34,7,0.001,500,0.984736629,0.24939817
20,6,0.01,300,0.985137771,0.249338147
11,6,0.1,1000,0.983767886,0.249338147
24,6,0.01,300,0.985354601,0.249338147
24,7,0.1,600,0.984045222,0.249338147
11,7,0.01,400,0.984779892,0.249338147
30,7,0.01,100,0.985122316,0.249338147
29,9,0.001,200,0.984925416,0.249338147
31,8,0.1,200,0.985044617,0.249338147
29,8,0.001,500,0.984878423,0.249338147
32,8,0.001,400,0.985035657,0.249338147
33,7,0.001,700,0.984831819,0.249338147
33,9,0.1,800,0.983981999,0.249338147
34,9,0.1,800,0.984310901,0.249338147
35,9,0.1,900,0.984143874,0.249338147
21,3,0.01,800,0.98538801,0.249278152
25,9,0.01,100,0.985153222,0.249278152
26,8,0.1,700,0.983587586,0.249278152
29,8,0.001,600,0.985019068,0.249278152
30,7,0.001,600,0.984725629,0.249278152
29,10,0.1,600,0.984704847,0.249278152
16,2,0.1,100,0.984587847,0.249218186
28,6,0.01,200,0.984968851,0.249218186
25,7,0.1,1000,0.983101717,0.249218186
30,7,0.1,400,0.983501828,0.249218186
32,9,0.1,500,0.984096184,0.249218186
14,3,0.01,800,0.984891531,0.249158249
14,10,0.1,900,0.984207789,0.249158249
32,9,0.001,100,0.984899151,0.249158249
17,9,0.01,200,0.985173697,0.249098341
20,7,0.01,200,0.984677559,0.249098341
23,7,0.1,500,0.984952402,0.249098341
23,9,0.1,300,0.984982952,0.249098341
24,7,0.1,700,0.9837454,0.249098341
33,1,0.01,900,0.98392722,0.249098341
19,9,0.1,300,0.985011963,0.249038462
16,9,0.01,200,0.984799594,0.249038462
19,9,0.1,800,0.984579832,0.249038462
20,10,0.1,100,0.98591665,0.249038462
28,3,0.01,400,0.984465243,0.249038462
25,8,0.001,800,0.984694938,0.249038462
28,7,0.1,800,0.983999392,0.249038462
27,8,0.1,700,0.983880572,0.249038462
27,8,0.001,600,0.984808169,0.249038462
34,5,0.01,200,0.984969936,0.249038462
13,4,0.1,100,0.985270382,0.249038462
34,10,0.1,700,0.984501748,0.249038462
35,10,0.1,700,0.984576132,0.249038462
35,7,0.001,400,0.984845248,0.248978611
24,3,0.01,500,0.98453578,0.248978611
23,8,0.1,800,0.984483226,0.248978611
10,9,0.1,600,0.983938682,0.248978611
13,6,0.01,500,0.98518551,0.248918789
10,3,0.01,1000,0.984779722,0.248918789
20,8,0.1,1000,0.983461023,0.248918789
24,9,0.1,700,0.984141654,0.248918789
26,8,0.1,800,0.982724444,0.248918789
28,7,0.1,500,0.982910198,0.248918789
30,4,0.01,300,0.984775807,0.248918789
34,2,0.01,500,0.984206839,0.248918789
18,2,0.1,100,0.985052559,0.248858996
14,6,0.1,900,0.983816784,0.248858996
23,9,0.1,600,0.98329311,0.248858996
25,10,0.001,400,0.985345876,0.248858996
31,7,0.001,800,0.984893342,0.248858996
32,7,0.001,700,0.984947956,0.248858996
28,2,0.01,600,0.984340463,0.248800384
18,7,0.1,300,0.984424974,0.248799232
20,7,0.1,800,0.98397078,0.248799232
22,10,0.1,300,0.984881271,0.248799232
28,8,0.001,600,0.984854685,0.248799232
31,7,0.001,600,0.984754246,0.248799232
34,8,0.1,400,0.982749589,0.248799232
18,8,0.1,400,0.98448345,0.248739496
35,7,0.001,700,0.985078196,0.248739496
16,8,0.1,700,0.984377367,0.248739496
24,9,0.1,900,0.984014925,0.248739496
30,9,0.001,100,0.985185661,0.248739496
26,8,0.001,800,0.984820678,0.248739496
35,10,0.1,1000,0.984122284,0.248739496
18,3,0.01,700,0.984827899,0.248679789
12,8,0.01,400,0.984908992,0.248679789
29,3,0.01,400,0.984527804,0.248679789
30,9,0.001,300,0.985232995,0.248679789
12,9,0.1,300,0.985065935,0.248679789
15,7,0.01,300,0.984844226,0.24862011
25,9,0.001,600,0.985100663,0.24862011
27,8,0.001,800,0.984949763,0.24862011
32,8,0.1,700,0.98493871,0.24862011
10,10,0.1,200,0.984727036,0.248560461
16,10,0.1,100,0.985791918,0.248560461
23,9,0.1,500,0.983883016,0.248560461
21,10,0.001,600,0.985211936,0.248560461
28,9,0.001,100,0.984654659,0.248560461
23,9,0.001,700,0.984814932,0.248560461
27,9,0.1,400,0.982529321,0.248560461
26,8,0.001,900,0.985058119,0.248560461
34,9,0.1,200,0.984654966,0.248560461
30,7,0.001,900,0.984884763,0.248560461
13,10,0.1,1000,0.983741407,0.24850084
21,8,0.1,200,0.985425479,0.24850084
25,10,0.001,500,0.985264217,0.24850084
26,10,0.001,500,0.985480166,0.24850084
33,7,0.001,800,0.984843325,0.24850084
14,7,0.1,600,0.984693862,0.248441247
35,8,0.001,300,0.985146103,0.248441247
13,10,0.1,900,0.984235661,0.248441247
24,9,0.01,100,0.984929526,0.248441247
27,8,0.001,700,0.984789266,0.248441247
33,10,0.1,200,0.984540829,0.248441247
31,8,0.1,1000,0.983899728,0.248441247
13,9,0.1,1000,0.984330777,0.248441247
24,5,0.01,300,0.985092375,0.248381683
28,4,0.01,300,0.98470397,0.248381683
28,7,0.1,700,0.983458773,0.248381683
12,9,0.1,500,0.98480682,0.248381683
32,7,0.001,600,0.984776182,0.248381683
32,10,0.1,800,0.984749732,0.248381683
14,4,0.01,600,0.984721914,0.248322148
12,7,0.1,800,0.984781129,0.248322148
31,8,0.001,400,0.985247209,0.248322148
10,4,0.01,800,0.984847644,0.248262641
14,5,0.01,500,0.984785663,0.248262641
11,3,0.1,100,0.985283315,0.248262641
25,5,0.01,300,0.985158018,0.248262641
32,1,0.1,200,0.984744877,0.248262641
18,8,0.01,200,0.985014929,0.248203162
19,9,0.1,500,0.984318487,0.248203162
23,10,0.1,700,0.984336504,0.248203162
26,9,0.001,100,0.985081443,0.248143713
29,7,0.01,100,0.984749888,0.248143713
34,7,0.01,100,0.984794257,0.248143713
29,8,0.001,700,0.984967565,0.248143713
32,8,0.1,1000,0.983937533,0.248143713
10,1,0.1,400,0.984423844,0.248084291
35,7,0.001,500,0.984817406,0.248084291
14,9,0.1,900,0.984113607,0.248084291
24,9,0.001,400,0.984742457,0.248084291
35,2,0.01,400,0.984089046,0.248084291
31,10,0.1,700,0.984410868,0.248084291
33,9,0.1,700,0.984677822,0.248084291
28,10,0.001,100,0.985370772,0.248024898
24,9,0.001,1000,0.985240543,0.248024898
30,8,0.1,500,0.98447151,0.248024898
32,8,0.1,400,0.985164509,0.248024898
31,9,0.1,700,0.984564893,0.248024898
19,10,0.1,400,0.98434559,0.247965534
17,7,0.1,800,0.982972613,0.247965534
14,10,0.1,1000,0.984486585,0.247965534
17,9,0.1,900,0.984947981,0.247965534
25,7,0.1,800,0.983371477,0.247965534
12,3,0.01,1000,0.985136569,0.247965534
30,8,0.001,800,0.985151668,0.247965534
15,8,0.1,300,0.984502576,0.247906198
17,7,0.1,700,0.985027311,0.247906198
15,10,0.1,700,0.984123764,0.247906198
24,2,0.01,700,0.984388235,0.247906198
22,10,0.1,200,0.985141511,0.247906198
27,6,0.01,200,0.984896697,0.247906198
27,6,0.1,1000,0.982281698,0.247906198
23,8,0.001,1000,0.984904824,0.247906198
32,6,0.1,600,0.985030155,0.247906198
32,10,0.1,900,0.984694144,0.247906198
18,5,0.01,400,0.985070483,0.24784689
15,7,0.1,500,0.984401324,0.24784689
20,8,0.1,100,0.985753981,0.24784689
35,6,0.001,1000,0.984724134,0.24784689
21,2,0.01,800,0.984558008,0.24784689
11,10,0.1,200,0.985031806,0.24784689
31,10,0.1,200,0.984978511,0.24784689
30,8,0.001,400,0.984895271,0.24784689
34,8,0.1,500,0.985318612,0.24784689
35,9,0.1,700,0.984569578,0.24784689
15,2,0.01,900,0.984330992,0.247787611
18,8,0.1,700,0.983987745,0.247787611
25,3,0.01,500,0.984628248,0.247787611
26,10,0.1,300,0.982574528,0.247787611
30,8,0.1,300,0.983740648,0.247787611
22,10,0.001,1000,0.985525149,0.247787611
33,8,0.1,800,0.983765169,0.247787611
35,8,0.001,200,0.984702349,0.24772836
28,9,0.001,200,0.985032536,0.24772836
33,8,0.001,200,0.985034542,0.24772836
30,8,0.1,1000,0.984526017,0.24772836
33,9,0.1,500,0.9841578,0.24772836
25,10,0.1,200,0.983975922,0.247669137
28,8,0.001,200,0.984583178,0.247669137
21,9,0.001,1000,0.984886248,0.247669137
13,8,0.1,600,0.984828975,0.247669137
18,10,0.1,400,0.984091568,0.247609943
19,9,0.1,900,0.983756414,0.247609943
20,8,0.01,200,0.984534796,0.247609943
21,7,0.1,1000,0.982273703,0.247609943
21,10,0.1,400,0.984628847,0.247609943
25,8,0.01,100,0.984996966,0.247609943
25,2,0.01,700,0.984574116,0.247609943
25,6,0.1,900,0.982920891,0.247609943
30,1,0.1,100,0.984332857,0.247609943
26,10,0.001,300,0.985285525,0.247609943
26,8,0.1,900,0.983833934,0.247609943
26,10,0.1,1000,0.984821739,0.247609943
34,6,0.001,900,0.98464122,0.247609943
13,9,0.1,700,0.983665855,0.247609943
25,10,0.001,100,0.984655618,0.247550777
17,10,0.1,1000,0.984232866,0.247550777
27,2,0.01,600,0.984295095,0.247550777
28,9,0.001,300,0.985090753,0.247550777
25,10,0.1,500,0.984058029,0.247550777
25,10,0.1,800,0.984494795,0.247550777
32,10,0.1,500,0.984702578,0.247550777
33,7,0.001,900,0.985032692,0.247550777
14,8,0.01,300,0.985018016,0.247491639
35,7,0.001,600,0.984919695,0.247491639
19,9,0.1,1000,0.984003736,0.247491639
11,8,0.1,200,0.984704779,0.247491639
26,10,0.001,200,0.985146945,0.247491639
33,7,0.001,1000,0.985148387,0.247491639
35,7,0.001,300,0.984696774,0.247432529
14,10,0.1,500,0.984797091,0.247432529
23,9,0.01,100,0.985024346,0.247432529
20,9,0.1,700,0.984154665,0.247432529
33,8,0.001,400,0.985127565,0.247432529
33,7,0.001,600,0.984947338,0.247432529
16,10,0.01,200,0.985225677,0.247373448
11,7,0.1,900,0.983147041,0.247373448
25,8,0.1,700,0.983947252,0.247373448
34,8,0.001,100,0.984883794,0.247373448
35,1,0.01,800,0.983857686,0.247373448
17,2,0.01,900,0.984545621,0.247314395
15,10,0.1,500,0.984729661,0.247314395
19,9,0.01,200,0.985372832,0.247314395
25,10,0.001,200,0.984993027,0.247314395
33,10,0.1,600,0.984067329,0.247314395
20,8,0.1,400,0.984840992,0.24725537
24,8,0.001,900,0.984928693,0.24725537
31,3,0.01,400,0.984413604,0.24725537
32,8,0.001,200,0.985004986,0.24725537
35,7,0.1,1000,0.983031171,0.24725537
24,10,0.001,100,0.984902691,0.247196373
12,10,0.1,100,0.985145075,0.247196373
13,8,0.1,400,0.984971646,0.247196373
35,8,0.1,1000,0.984552603,0.247196373
35,6,0.001,700,0.984450777,0.247137405
21,7,0.1,800,0.982652612,0.247137405
27,9,0.001,300,0.984975901,0.247137405
28,8,0.1,600,0.983452219,0.247137405
28,9,0.1,700,0.984985231,0.247137405
10,9,0.1,100,0.985557826,0.247137405
13,3,0.01,800,0.984597284,0.247078464
13,5,0.01,500,0.984914154,0.247078464
16,2,0.01,900,0.984438861,0.247078464
20,10,0.1,200,0.984523943,0.247078464
24,8,0.1,900,0.98402483,0.247078464
26,8,0.001,700,0.984887017,0.247078464
28,10,0.1,400,0.982759162,0.247078464
29,7,0.001,700,0.984571749,0.247078464
33,9,0.1,300,0.984401558,0.247078464
14,8,0.1,1000,0.983403935,0.247019552
19,2,0.01,900,0.984490223,0.247019552
20,5,0.01,300,0.984598998,0.247019552
22,4,0.01,400,0.984696895,0.247019552
23,9,0.001,400,0.984662192,0.247019552
30,5,0.01,200,0.984567372,0.247019552
25,8,0.001,900,0.984841733,0.247019552
12,9,0.1,1000,0.983799985,0.247019552
13,7,0.1,700,0.984192382,0.247019552
10,3,0.01,900,0.984530667,0.246960667
22,3,0.01,500,0.98437892,0.246960667
22,10,0.001,400,0.984949242,0.246960667
30,9,0.1,400,0.984841518,0.246960667
31,10,0.1,400,0.984629305,0.246960667
34,7,0.1,500,0.984030468,0.246960667
34,10,0.1,400,0.984335101,0.246960667
16,9,0.1,700,0.984404518,0.246901811
11,8,0.1,300,0.98371225,0.246901811
24,8,0.01,100,0.984824437,0.246901811
26,6,0.1,1000,0.98346748,0.246901811
28,10,0.1,200,0.985591907,0.246901811
29,8,0.001,400,0.984714727,0.246901811
16,4,0.01,500,0.984549794,0.246842983
16,5,0.01,400,0.98456336,0.246842983
17,9,0.1,600,0.984797588,0.246842983
11,3,0.01,900,0.984732777,0.246842983
23,10,0.001,400,0.984881072,0.246842983
24,9,0.001,600,0.985066782,0.246842983
26,8,0.1,1000,0.982992645,0.246842983
33,7,0.1,1000,0.98400322,0.246842983
11,6,0.1,900,0.984385158,0.246784183
23,8,0.1,400,0.984906689,0.246784183
31,2,0.01,500,0.984089616,0.246784183
31,10,0.1,500,0.984882411,0.246784183
24,6,0.01,200,0.984534154,0.246725411
20,9,0.001,1000,0.9850823,0.246725411
21,10,0.1,1000,0.984920265,0.246725411
33,10,0.1,800,0.984544511,0.246725411
18,9,0.1,700,0.983979204,0.246666667
29,4,0.01,300,0.98442104,0.246666667
32,1,0.01,1000,0.983996622,0.246666667
29,8,0.1,500,0.985281849,0.246666667
28,8,0.1,900,0.983473537,0.246666667
32,7,0.001,1000,0.98514732,0.246666667
34,8,0.1,1000,0.984377854,0.246666667
24,8,0.001,700,0.984729933,0.24660795
22,9,0.1,1000,0.98436571,0.24660795
29,7,0.001,800,0.984575606,0.24660795
30,10,0.1,700,0.98327002,0.24660795
27,8,0.001,400,0.98481167,0.246549262
29,10,0.1,300,0.985232289,0.246549262
13,8,0.1,700,0.984571633,0.246549262
19,8,0.1,700,0.984543069,0.246490602
35,6,0.001,900,0.984742175,0.246490602
17,8,0.1,600,0.984116626,0.246490602
11,10,0.1,300,0.984164637,0.246490602
24,7,0.1,1000,0.983880192,0.246490602
25,7,0.001,1000,0.984390348,0.246490602
27,7,0.1,600,0.983817436,0.246490602
19,10,0.001,1000,0.985084901,0.246490602
31,1,0.01,1000,0.984057673,0.246490602
30,9,0.1,600,0.98539245,0.246490602
13,8,0.1,200,0.985325892,0.246490602
16,7,0.1,400,0.98500872,0.24643197
13,10,0.1,700,0.98364594,0.24643197
28,9,0.1,300,0.985135166,0.24643197
27,7,0.001,900,0.984666326,0.24643197
31,8,0.1,800,0.984271577,0.24643197
13,9,0.1,800,0.984253657,0.24643197
29,1,0.01,1000,0.983984244,0.246376812
18,3,0.01,600,0.984614341,0.246373365
24,4,0.01,300,0.984376656,0.246373365
27,9,0.001,600,0.985120622,0.246373365
32,7,0.1,800,0.983506298,0.246373365
31,9,0.1,900,0.984327466,0.246373365
16,6,0.01,300,0.984709677,0.246314788
24,9,0.1,300,0.984515636,0.246314788
17,10,0.1,900,0.984433481,0.246314788
24,9,0.1,400,0.984962043,0.246314788
22,9,0.1,800,0.984747181,0.246314788
25,8,0.001,1000,0.98495973,0.246314788
16,9,0.1,300,0.983960472,0.24625624
24,10,0.1,500,0.984372283,0.24625624
24,9,0.1,1000,0.984758039,0.24625624
29,8,0.1,400,0.984785648,0.24625624
31,9,0.001,100,0.984969435,0.24625624
32,2,0.01,500,0.984074404,0.24625624
29,9,0.1,800,0.984512247,0.24625624
13,10,0.1,800,0.984348628,0.246197719
21,9,0.1,800,0.984307161,0.246197719
27,10,0.001,100,0.98532726,0.246197719
29,7,0.001,500,0.984530541,0.246197719
33,6,0.1,900,0.984126734,0.246197719
12,6,0.01,400,0.984651153,0.246197719
14,3,0.01,700,0.984585724,0.246139225
10,7,0.1,1000,0.983883795,0.246139225
14,10,0.01,200,0.984786018,0.246139225
17,9,0.1,400,0.984805505,0.246139225
25,7,0.1,900,0.983431564,0.246139225
30,8,0.001,100,0.984442129,0.246139225
35,10,0.1,300,0.983962074,0.246139225
10,9,0.1,800,0.983933228,0.246139225
28,1,0.01,1000,0.983859405,0.2460919
26,8,0.001,400,0.984735358,0.24608076
26,9,0.001,500,0.984990646,0.24608076
12,8,0.1,400,0.984803922,0.24608076
12,8,0.1,600,0.983690903,0.24608076
18,10,0.1,1000,0.984376101,0.246022322
