N_features,Depth,Learning_rate,N_trees,R2_tr,R2_vl,MSE_tr,MSE_vl
13,3,0.01,100,-8.734312093,-8.686619189,39.04994849,39.17569024
33,6,0.001,500,-8.764131702,-8.693580582,39.16957217,39.20384428
18,1,0.01,200,-8.738720838,-8.693900023,39.06763451,39.20513619
14,5,0.001,700,-8.745854109,-8.694038409,39.09625019,39.20569587
24,3,0.001,700,-8.774561405,-8.713949995,39.21141173,39.2862245
12,3,0.001,1000,-8.764908913,-8.715167755,39.17269001,39.2911495
17,3,0.001,800,-8.775851954,-8.719919082,39.21658887,39.31036533
10,5,0.001,800,-8.772819904,-8.722908655,39.20442557,39.32245609
38,5,0.001,500,-8.799168219,-8.727954424,39.31012388,39.34286275
16,6,0.001,600,-8.789785059,-8.730931955,39.2724826,39.35490481
25,4,0.001,600,-8.793072436,-8.731272616,39.28567017,39.35628254
15,3,0.001,900,-8.782919766,-8.732966141,39.24494195,39.36313168
37,5,0.001,500,-8.809642237,-8.737130093,39.35214121,39.379972
15,2,0.01,100,-8.792183789,-8.743428014,39.28210529,39.40544274
24,4,0.001,600,-8.808031511,-8.746498321,39.34567966,39.41786002
29,6,0.001,500,-8.821984267,-8.751223665,39.40165222,39.43697077
19,5,0.001,600,-8.823822569,-8.762666701,39.40902671,39.48324995
31,6,0.001,500,-8.831911161,-8.762673927,39.44147473,39.48327918
36,5,0.001,500,-8.835248796,-8.763275224,39.45486391,39.48571101
11,6,0.001,700,-8.816737721,-8.764610194,39.3806053,39.49111004
38,2,0.001,700,-8.830876444,-8.76946606,39.43732388,39.51074867
13,7,0.001,600,-8.830875285,-8.775618123,39.43731923,39.53562952
37,2,0.001,700,-8.837962247,-8.776046361,39.46574913,39.53736145
15,6,0.001,600,-8.83753714,-8.778530417,39.46404378,39.54740774
28,6,0.001,500,-8.849596071,-8.780514983,39.51241912,39.55543394
12,7,0.001,600,-8.840990212,-8.783023772,39.47789605,39.56558026
16,4,0.001,700,-8.849893271,-8.793717482,39.51361136,39.60882893
23,4,0.001,600,-8.868633947,-8.805820863,39.58879104,39.65777876
23,7,0.001,500,-8.877596476,-8.80935587,39.62474492,39.67207542
34,3,0.001,600,-8.874033335,-8.809461862,39.6104511,39.67250409
23,2,0.001,900,-8.864822722,-8.811168827,39.57350201,39.67940758
35,5,0.001,500,-8.885837381,-8.814743016,39.65780395,39.69386271
26,2,0.001,800,-8.87389274,-8.814743062,39.60988709,39.6938629
24,7,0.001,500,-8.881694957,-8.814745432,39.64118629,39.69387248
34,2,0.001,700,-8.883070231,-8.818272331,39.64670331,39.70813636
14,3,0.001,900,-8.869731418,-8.819307927,39.59319362,39.71232463
29,2,0.001,800,-8.883196972,-8.825765304,39.64721174,39.73844026
14,3,0.01,100,-8.882581398,-8.8358856,39.64474232,39.77936988
34,5,0.001,500,-8.915199863,-8.843240307,39.77559382,39.80911459
23,3,0.001,700,-8.903029271,-8.843747291,39.72677055,39.81116499
16,2,0.01,100,-8.905989235,-8.847233558,39.73864467,39.82526453
18,2,0.001,1000,-8.911697142,-8.860254427,39.76154239,39.87792496
39,1,0.01,100,-8.927317119,-8.861994128,39.82420313,39.88496085
18,5,0.001,600,-8.926629937,-8.865981081,39.82144645,39.90108533
40,1,0.001,1000,-8.932193335,-8.869573028,39.84376445,39.91561227
32,5,0.001,500,-8.950373635,-8.877794131,39.91669614,39.94886096
38,1,0.01,100,-8.945194137,-8.880671805,39.89591818,39.96049917
27,2,0.001,800,-8.94155645,-8.88233581,39.88132532,39.96722892
10,4,0.001,900,-8.934908897,-8.885487636,39.85465814,39.97997588
32,2,0.001,700,-8.965664575,-8.900614508,39.97803693,40.04115364
22,7,0.001,500,-8.971916579,-8.90479581,40.00311733,40.05806412
22,3,0.001,700,-8.967174895,-8.906954527,39.9840957,40.06679464
22,2,0.01,100,-8.957555998,-8.914939504,39.94550874,40.09908837
25,6,0.001,500,-8.986880615,-8.917402407,40.06314672,40.10904911
27,6,0.001,500,-8.990121862,-8.921710917,40.07614924,40.12647406
21,2,0.001,900,-8.979703487,-8.921895786,40.03435512,40.12722173
15,1,0.01,200,-8.989202902,-8.92616088,40.07246276,40.14447109
16,1,0.01,200,-8.976594011,-8.927125745,40.02188121,40.1483733
11,3,0.001,1000,-8.988561707,-8.93749553,40.06989055,40.19031192
14,6,0.001,600,-8.999911961,-8.939877343,40.11542298,40.19994471
12,5,0.001,700,-8.9986863,-8.943879119,40.11050615,40.21612914
33,5,0.001,500,-9.017780562,-8.945180947,40.18710426,40.22139413
12,4,0.001,800,-8.999142599,-8.945632384,40.11233662,40.22321988
21,7,0.001,500,-9.016462186,-8.94987755,40.18181549,40.24038865
35,2,0.001,700,-9.013919716,-8.950832971,40.17161617,40.24425267
36,2,0.001,700,-9.017755157,-8.954963939,40.18700234,40.26095959
22,4,0.001,600,-9.018714121,-8.957339384,40.1908493,40.27056662
38,4,0.001,500,-9.032889764,-8.959483436,40.247716,40.27923783
26,6,0.001,500,-9.03252174,-8.962932689,40.24623964,40.29318768
32,3,0.001,600,-9.033338227,-8.966379478,40.24951504,40.30712756
21,3,0.001,700,-9.029547564,-8.968207579,40.2343085,40.31452097
31,5,0.001,500,-9.047840373,-8.976032337,40.30769152,40.34616672
17,5,0.001,600,-9.037834067,-8.976990991,40.26755045,40.35004381
40,4,0.001,500,-9.072289913,-8.999052051,40.40577275,40.43926557
10,6,0.001,700,-9.077696154,-9.024774379,40.4274603,40.54329464
16,3,0.001,800,-9.079152546,-9.025704533,40.43330273,40.54705647
25,2,0.001,800,-9.089518372,-9.02801071,40.47488605,40.55638336
20,2,0.001,900,-9.087873983,-9.030406034,40.46828946,40.5660708
30,3,0.001,600,-9.097742866,-9.031361417,40.50787925,40.56993466
30,5,0.001,500,-9.105305614,-9.034599456,40.5382178,40.5830303
10,3,0.001,1000,-9.09011135,-9.03942332,40.47726483,40.6025395
15,4,0.001,700,-9.096007673,-9.039552717,40.50091839,40.60306282
24,6,0.001,500,-9.12777502,-9.057305822,40.62835557,40.67486188
29,3,0.001,600,-9.124039622,-9.058717885,40.61337073,40.6805727
29,5,0.001,500,-9.129431512,-9.058943345,40.63500071,40.68148453
39,4,0.001,500,-9.13363311,-9.061609441,40.65185575,40.69226705
20,7,0.001,500,-9.135287407,-9.068626869,40.65849209,40.7206477
39,1,0.001,1000,-9.131989873,-9.070922841,40.64526377,40.72993332
20,3,0.001,700,-9.131489635,-9.072356245,40.64325703,40.73573045
36,4,0.001,500,-9.149697986,-9.07515237,40.71630125,40.74703885
31,3,0.001,600,-9.151226948,-9.086810942,40.72243479,40.79418973
37,4,0.001,500,-9.165031928,-9.091366091,40.77781454,40.81261216
28,5,0.001,500,-9.167346757,-9.096423674,40.78710066,40.8330666
21,4,0.001,600,-9.166046226,-9.104137794,40.78188348,40.86426489
19,7,0.001,500,-9.173192106,-9.106223668,40.81054973,40.87270081
11,7,0.001,600,-9.170201803,-9.111077176,40.7985539,40.8923299
16,5,0.001,600,-9.17708585,-9.115287201,40.82616978,40.90935655
17,2,0.001,1000,-9.187442359,-9.131228162,40.86771573,40.97382673
22,2,0.001,900,-9.185239422,-9.131904444,40.85887847,40.97656183
20,4,0.001,600,-9.206217867,-9.142449972,40.94303513,41.01921121
22,6,0.001,500,-9.213628587,-9.143854074,40.97276381,41.02488984
23,6,0.001,500,-9.212228663,-9.144273554,40.96714791,41.02658634
19,2,0.001,900,-9.20245622,-9.14528673,40.92794499,41.03068394
19,3,0.001,700,-9.210087158,-9.149298618,40.95855709,41.04690926
13,6,0.001,600,-9.216921213,-9.159273715,40.98597244,41.08725164
18,7,0.001,500,-9.228385028,-9.161567978,41.03196042,41.09653035
11,5,0.001,700,-9.222505362,-9.167788277,41.00837368,41.12168717
27,5,0.001,500,-9.239465041,-9.16840175,41.07640875,41.12416825
24,2,0.001,800,-9.229206835,-9.169487742,41.03525716,41.12856033
11,4,0.001,800,-9.240908332,-9.185221551,41.08219863,41.19219273
35,4,0.001,500,-9.259902048,-9.1884331,41.15839339,41.20518123
20,6,0.001,500,-9.269966171,-9.20123068,41.1987664,41.25693861
36,1,0.01,100,-9.270231163,-9.207400188,41.19982944,41.28189002
13,3,0.001,900,-9.261927923,-9.209128748,41.16652035,41.28888085
30,2,0.001,700,-9.274122331,-9.210430156,41.21543916,41.29414415
34,4,0.001,500,-9.284989943,-9.211588309,41.25903543,41.29882807
33,2,0.001,700,-9.276767862,-9.213718459,41.22605191,41.30744306
33,4,0.001,500,-9.292125388,-9.21880486,41.28765982,41.32801404
16,2,0.001,1000,-9.279236706,-9.223134671,41.23595587,41.34552514
17,7,0.001,500,-9.29812043,-9.231807432,41.3117094,41.38060047
12,6,0.001,600,-9.297919267,-9.237834842,41.31090242,41.40497719
12,3,0.001,900,-9.296708506,-9.241971189,41.30604536,41.42170586
19,2,0.01,100,-9.303265124,-9.245694312,41.33234774,41.43676332
21,6,0.001,500,-9.314058508,-9.246260509,41.37564624,41.4390532
26,5,0.001,500,-9.337134704,-9.26682738,41.46821819,41.522232
11,1,0.01,200,-9.324770991,-9.272151881,41.41862019,41.54376593
15,3,0.001,800,-9.332326148,-9.276190646,41.44892829,41.56009995
27,3,0.001,600,-9.342446289,-9.277010988,41.48952602,41.56341766
17,2,0.01,100,-9.337853011,-9.277152776,41.47109973,41.5639911
14,4,0.001,700,-9.333133046,-9.277284414,41.45216523,41.56452348
15,5,0.001,600,-9.351071569,-9.29053559,41.524127,41.61811535
25,5,0.001,500,-9.364289696,-9.294669532,41.57715254,41.63483429
19,4,0.001,600,-9.364721541,-9.301318367,41.57888492,41.66172424
28,2,0.001,700,-9.374959819,-9.309235746,41.61995657,41.69374457
16,7,0.001,500,-9.379188713,-9.312034863,41.63692111,41.70506507
29,1,0.01,100,-9.389132457,-9.320622923,41.67681121,41.73979785
38,1,0.001,1000,-9.385988192,-9.324736566,41.66419774,41.7564347
15,2,0.001,1000,-9.380707836,-9.324955631,41.64301519,41.75732066
28,3,0.001,600,-9.392600552,-9.327666533,41.69072374,41.76828439
37,1,0.001,1000,-9.394031946,-9.331280975,41.69646589,41.78290231
24,5,0.001,500,-9.404027204,-9.33463789,41.73656264,41.79647872
32,4,0.001,500,-9.418905489,-9.347682135,41.79624804,41.84923369
40,1,0.001,900,-9.417185831,-9.348298888,41.78934949,41.85172803
37,1,0.01,100,-9.412983404,-9.35035736,41.77249113,41.86005313
36,1,0.001,1000,-9.419158077,-9.355807523,41.79726131,41.88209527
23,5,0.001,500,-9.43292764,-9.360789078,41.85249898,41.90224223
25,3,0.001,600,-9.429507169,-9.361793743,41.8387775,41.9063054
12,1,0.01,300,-9.396299832,-9.366893801,41.70556369,41.92693162
30,4,0.001,500,-9.440824155,-9.368376102,41.88417646,41.93292651
10,7,0.001,600,-9.431229116,-9.374099628,41.84568522,41.95607422
19,6,0.001,500,-9.442519342,-9.374325417,41.89097684,41.95698738
31,4,0.001,500,-9.446959872,-9.374591987,41.90879037,41.95806547
18,3,0.001,700,-9.437967296,-9.376369407,41.87271596,41.96525391
31,2,0.001,700,-9.444095118,-9.379927043,41.89729819,41.97964209
35,1,0.001,1000,-9.445821977,-9.38002323,41.90422562,41.9800311
33,1,0.001,1000,-9.449820915,-9.384474293,41.92026767,41.99803258
23,2,0.001,800,-9.445141343,-9.384716151,41.9014952,41.99901073
18,2,0.001,900,-9.448006302,-9.391761327,41.91298821,42.0275036
13,1,0.01,200,-9.453616766,-9.402261924,41.93549502,42.06997127
13,4,0.001,700,-9.466509899,-9.408200725,41.98721682,42.09398962
11,3,0.001,900,-9.467390486,-9.409833851,41.99074937,42.10059449
40,2,0.001,600,-9.479537297,-9.411114223,42.03947724,42.10577271
26,3,0.001,600,-9.493677826,-9.424877916,42.09620307,42.16143735
17,4,0.001,600,-9.493818248,-9.427468315,42.09676638,42.17191373
17,3,0.001,700,-9.49534071,-9.432936178,42.10287386,42.19402746
14,3,0.001,800,-9.506272317,-9.449328,42.14672685,42.26032107
38,3,0.001,500,-9.536846204,-9.460607594,42.26937637,42.30593924
34,1,0.001,1000,-9.523310447,-9.461885655,42.21507663,42.31110812
22,5,0.001,500,-9.541392336,-9.471691774,42.28761353,42.3507671
29,4,0.001,500,-9.563892705,-9.492225197,42.37787551,42.43381063
39,3,0.001,500,-9.571095401,-9.495921864,42.40676968,42.4487611
13,5,0.001,600,-9.575709178,-9.512148026,42.4252782,42.51438473
39,2,0.001,600,-9.586003931,-9.514440601,42.46657641,42.52365661
27,2,0.001,700,-9.582389171,-9.516265449,42.45207552,42.53103686
10,4,0.001,800,-9.573743269,-9.518448527,42.41739181,42.5398659
29,2,0.001,700,-9.603736154,-9.540099834,42.5377106,42.6274305
10,5,0.001,700,-9.596782051,-9.54050256,42.50981367,42.62905925
26,2,0.001,700,-9.607861726,-9.541645228,42.55426065,42.63368055
18,6,0.001,500,-9.610602029,-9.545234497,42.56525359,42.64819667
10,3,0.001,900,-9.60444564,-9.546921349,42.54055675,42.65501882
15,7,0.001,500,-9.61663899,-9.549980834,42.58947132,42.66739233
39,1,0.001,900,-9.620930398,-9.553499865,42.60668664,42.68162438
10,1,0.01,200,-9.612193108,-9.554568673,42.57163632,42.68594697
40,3,0.001,500,-9.630473157,-9.554976349,42.64496816,42.68759574
11,6,0.001,600,-9.616282302,-9.556498743,42.58804044,42.69375277
21,2,0.001,800,-9.622088942,-9.557835066,42.61133423,42.69915727
16,3,0.001,700,-9.621299797,-9.560546027,42.60816851,42.71012124
38,2,0.001,600,-9.639602046,-9.570075733,42.68158941,42.74866233
27,1,0.01,100,-9.639756215,-9.575389965,42.68220786,42.77015473
16,4,0.001,600,-9.643592146,-9.579566617,42.697596,42.7870464
24,3,0.001,600,-9.64708496,-9.579917578,42.71160769,42.7884658
14,5,0.001,600,-9.641933715,-9.580793041,42.69094308,42.79200644
18,4,0.001,600,-9.653779285,-9.588581218,42.7384625,42.82350424
28,4,0.001,500,-9.665283828,-9.594607587,42.78461387,42.84787675
37,3,0.001,500,-9.675161779,-9.599145432,42.82424003,42.8662292
33,1,0.01,100,-9.67823251,-9.608293787,42.83655851,42.90322798
17,6,0.001,500,-9.676668503,-9.609303858,42.83028437,42.90731302
37,2,0.001,600,-9.683362092,-9.61233228,42.85713623,42.9195609
39,7,0.001,400,-9.702341177,-9.620444769,42.9332723,42.95237032
37,7,0.001,400,-9.704657432,-9.623108505,42.94256413,42.96314329
20,5,0.001,500,-9.694502316,-9.623165065,42.9018261,42.96337204
12,4,0.001,700,-9.698769819,-9.638587419,42.91894552,43.02574482
34,1,0.01,100,-9.705953419,-9.641587881,42.94776309,43.03787962
23,3,0.001,600,-9.71160985,-9.64472791,42.9704543,43.05057887
32,1,0.01,100,-9.71266286,-9.646015082,42.97467853,43.05578459
40,7,0.001,400,-9.731082055,-9.650053782,43.04856856,43.07211834
34,2,0.001,600,-9.72352283,-9.651869625,43.01824414,43.07946218
27,4,0.001,500,-9.72715862,-9.655083803,43.0328294,43.09246131
21,5,0.001,500,-9.724892098,-9.657915301,43.02373707,43.10391276
22,3,0.001,600,-9.732778318,-9.665076965,43.05537325,43.13287675
17,2,0.001,900,-9.728955163,-9.666838139,43.04003637,43.13999949
38,7,0.001,400,-9.754984215,-9.673793758,43.14445393,43.16813017
26,4,0.001,500,-9.751856295,-9.680023609,43.13190604,43.19332561
36,7,0.001,400,-9.762596266,-9.681428962,43.17499026,43.19900929
33,3,0.001,500,-9.763235043,-9.68659732,43.17755277,43.21991174
36,3,0.001,500,-9.77108102,-9.695490909,43.20902752,43.25588017
14,7,0.001,500,-9.774567971,-9.708110198,43.22301569,43.30691648
32,1,0.001,1000,-9.780797514,-9.713629113,43.24800599,43.32923669
35,3,0.001,500,-9.79182519,-9.717545184,43.29224436,43.34507449
20,2,0.001,800,-9.784486286,-9.721060313,43.26280378,43.35929076
16,6,0.001,500,-9.790889428,-9.723464958,43.28849048,43.36901589
25,4,0.001,500,-9.802616911,-9.731830236,43.33553619,43.40284767
33,7,0.001,400,-9.815321493,-9.733896224,43.3865016,43.41120317
35,7,0.001,400,-9.815423667,-9.734132262,43.38691148,43.41215777
19,2,0.001,800,-9.801479745,-9.738208846,43.33097436,43.42864474
24,4,0.001,500,-9.809302287,-9.738347426,43.36235509,43.42920521
19,5,0.001,500,-9.808943051,-9.739219658,43.36091399,43.43273278
15,6,0.001,500,-9.808836397,-9.739775258,43.36048614,43.4349798
10,6,0.001,600,-9.802741405,-9.741507128,43.33603561,43.44198402
32,7,0.001,400,-9.823061,-9.74252666,43.41754924,43.44610732
13,3,0.001,800,-9.802763749,-9.743616676,43.33612524,43.45051568
36,2,0.001,600,-9.823054032,-9.753122846,43.41752129,43.48896158
32,2,0.001,600,-9.827529544,-9.755389743,43.43547515,43.49812962
11,2,0.01,100,-9.837512758,-9.764451503,43.47552359,43.53477818
30,1,0.001,1000,-9.829518093,-9.766237098,43.44345237,43.54199968
34,7,0.001,400,-9.851277355,-9.771333338,43.53074134,43.56261046
25,2,0.001,700,-9.841249132,-9.772815335,43.49051234,43.56860411
13,2,0.001,1000,-9.837785108,-9.779286048,43.47661614,43.59477368
37,1,0.001,900,-9.8471401,-9.779976325,43.51414441,43.59756537
21,3,0.001,600,-9.849354156,-9.780511784,43.52302627,43.59973094
16,2,0.001,900,-9.849503849,-9.786095472,43.52362678,43.6223131
40,6,0.001,400,-9.870982976,-9.78873275,43.60979196,43.63297907
39,6,0.001,400,-9.871677799,-9.788849217,43.6125793,43.6334501
31,7,0.001,400,-9.870191287,-9.788996606,43.60661604,43.63404619
22,2,0.001,800,-9.849462195,-9.791497737,43.52345968,43.64416154
38,6,0.001,400,-9.880008022,-9.797433877,43.64599664,43.66816913
23,4,0.001,500,-9.874307834,-9.800287903,43.62312989,43.67971169
29,1,0.001,1000,-9.868838614,-9.804004246,43.60118969,43.69474174
31,1,0.001,1000,-9.873029193,-9.808457102,43.61800052,43.71275047
15,2,0.001,900,-9.873866137,-9.813154745,43.62135799,43.73174919
13,2,0.01,100,-9.876276619,-9.814461191,43.63102783,43.73703286
37,6,0.001,400,-9.897621443,-9.81499066,43.71665424,43.7391742
35,6,0.001,400,-9.906353126,-9.823618644,43.75168207,43.77406844
10,3,0.01,100,-9.883581735,-9.826272596,43.66033286,43.78480184
30,7,0.001,400,-9.906868322,-9.826962693,43.75374882,43.78759281
34,3,0.001,500,-9.910215319,-9.836023718,43.76717555,43.8242384
36,6,0.001,400,-9.922152315,-9.83952726,43.81506174,43.83840781
38,1,0.001,900,-9.906646519,-9.840679974,43.75285903,43.84306975
13,7,0.001,500,-9.906923144,-9.840962496,43.75396874,43.84421235
24,2,0.001,700,-9.908608127,-9.842142123,43.76072818,43.84898313
12,7,0.001,500,-9.910997936,-9.845941509,43.77031508,43.86434903
12,3,0.001,800,-9.908608701,-9.847393802,43.76073048,43.87022255
40,1,0.01,100,-9.906668182,-9.849871551,43.75294594,43.88024333
12,2,0.01,100,-9.924643388,-9.862906272,43.82505487,43.93295978
35,1,0.001,900,-9.937536112,-9.86667435,43.87677503,43.94819906
12,5,0.001,600,-9.93656554,-9.872240871,43.87288151,43.97071179
18,5,0.001,500,-9.951289267,-9.882724171,43.93194688,44.01310951
29,7,0.001,400,-9.966690256,-9.886651113,43.99372915,44.02899128
33,1,0.001,900,-9.957764253,-9.886990034,43.95792179,44.03036198
36,1,0.001,900,-9.959225521,-9.891304068,43.96378378,44.04780927
28,7,0.001,400,-9.975503503,-9.893940411,44.02908417,44.05847146
15,4,0.001,600,-9.965485915,-9.900228355,43.98889784,44.08390185
11,4,0.001,700,-9.981780957,-9.918278845,44.05426666,44.15690363
34,6,0.001,400,-10.00038971,-9.919110842,44.12891712,44.16026849
35,2,0.001,600,-9.988235375,-9.919886718,44.08015906,44.16340637
14,2,0.001,1000,-9.986257394,-9.928432271,44.07222424,44.19796724
35,1,0.01,100,-9.994425924,-9.931937136,44.10499293,44.21214199
30,3,0.001,500,-10.00878344,-9.933003534,44.1625892,44.21645484
40,1,0.001,800,-10.01014099,-9.936242377,44.16803514,44.22955372
20,3,0.001,600,-10.01212448,-9.944408311,44.17599206,44.26257929
34,1,0.001,900,-10.01539789,-9.947987047,44.18912359,44.27705281
11,5,0.001,600,-10.01542533,-9.951511297,44.18923368,44.29130597
30,2,0.001,600,-10.03328039,-9.961499876,44.26086063,44.33170288
39,5,0.001,400,-10.05479789,-9.971557464,44.34717975,44.37237888
32,6,0.001,400,-10.05394978,-9.972125776,44.3437775,44.37467731
27,7,0.001,400,-10.05996334,-9.98032767,44.36790135,44.40784831
40,5,0.001,400,-10.06706746,-9.983492801,44.39640011,44.42064908
14,4,0.001,600,-10.05130154,-9.987079969,44.33315386,44.4351567
11,3,0.001,800,-10.05460949,-9.991689803,44.34642399,44.4538003
26,7,0.001,400,-10.07406815,-9.994363941,44.42448392,44.46461534
15,3,0.001,700,-10.05778364,-9.994646916,44.35915734,44.46575978
30,6,0.001,400,-10.08372057,-10.00066451,44.46320531,44.4900968
33,6,0.001,400,-10.0840519,-10.00273041,44.4645345,44.49845193
25,7,0.001,400,-10.08302926,-10.00422274,44.46043207,44.50448738
29,3,0.001,500,-10.08693355,-10.01098416,44.47609447,44.53183266
38,5,0.001,400,-10.09753048,-10.01372115,44.51860484,44.54290188
28,1,0.001,1000,-10.08365751,-10.0185731,44.46295237,44.56252467
16,5,0.001,500,-10.1007797,-10.02914122,44.53163934,44.60526545
31,6,0.001,400,-10.11329389,-10.03245431,44.58184102,44.61866461
31,1,0.01,100,-10.0974845,-10.0336479,44.51842041,44.62349187
37,5,0.001,400,-10.11822276,-10.03579276,44.60161357,44.63216634
33,2,0.001,600,-10.10877193,-10.03853596,44.56370083,44.64326068
22,4,0.001,500,-10.11133749,-10.04129448,44.57399275,44.65441699
18,2,0.001,800,-10.10785546,-10.0444328,44.56002431,44.66710931
19,3,0.001,600,-10.1142314,-10.04477927,44.58560191,44.66851056
24,7,0.001,400,-10.12610251,-10.04661133,44.63322377,44.67591997
23,7,0.001,400,-10.14613406,-10.06890142,44.71358191,44.76606801
32,3,0.001,500,-10.14630678,-10.07105994,44.71427478,44.77479775
27,1,0.001,1000,-10.14589982,-10.07555005,44.71264221,44.79295713
30,1,0.01,100,-10.14842608,-10.08432395,44.72277652,44.8284415
29,6,0.001,400,-10.16640971,-10.08647233,44.79491923,44.83713022
14,6,0.001,500,-10.15657475,-10.0878804,44.75546552,44.84282489
28,6,0.001,400,-10.16911658,-10.08861065,44.80577807,44.84577824
10,3,0.001,800,-10.15287192,-10.08887337,44.74061132,44.84684077
28,2,0.001,600,-10.16772918,-10.09361366,44.8002124,44.86601199
31,3,0.001,500,-10.16801018,-10.09408904,44.80133964,44.86793454
10,4,0.001,700,-10.16230992,-10.09998469,44.77847262,44.8917784
12,2,0.001,1000,-10.17536466,-10.11416337,44.83084272,44.94912136
36,5,0.001,400,-10.19868102,-10.11563831,44.92437808,44.95508647
23,2,0.001,700,-10.18707948,-10.12027734,44.87783762,44.97384815
34,5,0.001,400,-10.20410779,-10.12098009,44.94614799,44.97669028
17,5,0.001,500,-10.20463952,-10.13609695,44.94828109,45.03782755
39,1,0.001,800,-10.21540039,-10.14279993,44.99144916,45.06493648
13,4,0.001,600,-10.22027044,-10.15253632,45.01098575,45.10431347
11,7,0.001,500,-10.23422646,-10.16556754,45.0669714,45.15701575
13,6,0.001,500,-10.2392644,-10.17154935,45.0871815,45.18120805
17,2,0.001,800,-10.23969905,-10.17309586,45.08892512,45.18746262
21,4,0.001,500,-10.24551814,-10.17493556,45.11226883,45.19490293
31,2,0.001,600,-10.24661832,-10.1753899,45.11668229,45.19674041
35,5,0.001,400,-10.26088101,-10.17822825,45.17389818,45.20821961
32,1,0.001,900,-10.2696443,-10.19733529,45.20905282,45.28549439
19,4,0.001,500,-10.27831596,-10.20513693,45.24383984,45.31704665
20,4,0.001,500,-10.27723501,-10.20528733,45.23950353,45.31765491
14,3,0.001,700,-10.27709866,-10.21249646,45.23895656,45.34681084
21,2,0.001,700,-10.28602665,-10.21475476,45.27477188,45.35594414
18,3,0.001,600,-10.28921385,-10.22006539,45.28755759,45.37742197
24,1,0.01,100,-10.2886449,-10.2225757,45.28527521,45.38757442
13,2,0.001,900,-10.28695411,-10.22338451,45.27849244,45.39084549
30,1,0.001,900,-10.29529343,-10.22691474,45.3119463,45.40512285
14,2,0.01,100,-10.27879277,-10.22776217,45.24575262,45.40855012
24,6,0.001,400,-10.31399853,-10.2338542,45.38698324,45.43318819
27,6,0.001,400,-10.31444862,-10.23413482,45.38878883,45.43432309
32,5,0.001,400,-10.31941835,-10.23659641,45.40872527,45.44427852
10,5,0.001,600,-10.31601684,-10.25045558,45.39507986,45.50032929
25,6,0.001,400,-10.33326041,-10.25238835,45.46425378,45.50814604
22,7,0.001,400,-10.35301508,-10.27413227,45.54350118,45.59608516
12,6,0.001,500,-10.34438328,-10.27530044,45.50887404,45.6008096
31,5,0.001,400,-10.35786699,-10.2760995,45.56296499,45.60404127
33,5,0.001,400,-10.36011983,-10.27874912,45.57200243,45.61475716
40,4,0.001,400,-10.3658392,-10.28191924,45.59494612,45.6275781
17,3,0.001,600,-10.35230954,-10.2828001,45.54067084,45.63114055
28,3,0.001,500,-10.35973816,-10.28432503,45.57047131,45.63730786
15,5,0.001,500,-10.35523063,-10.28589332,45.55238901,45.64365051
39,4,0.001,400,-10.37481524,-10.29140634,45.6309542,45.66594688
29,2,0.001,600,-10.36897798,-10.29675437,45.60753758,45.68757595
21,7,0.001,400,-10.3766426,-10.29791859,45.63828478,45.69228444
26,6,0.001,400,-10.37987992,-10.3013706,45.65127155,45.70624542
26,3,0.001,500,-10.37992693,-10.3014682,45.65146013,45.70664013
38,4,0.001,400,-10.38464008,-10.30176883,45.67036732,45.707856
27,3,0.001,500,-10.37862365,-10.30540893,45.64623192,45.72257767
26,1,0.001,1000,-10.3730486,-10.30711311,45.62386718,45.72946992
20,7,0.001,400,-10.3869584,-10.30761279,45.67966743,45.73149078
40,2,0.001,500,-10.3879411,-10.30955668,45.6836096,45.73935245
15,2,0.001,800,-10.39478957,-10.32840257,45.71108276,45.81557107
30,5,0.001,400,-10.41184548,-10.33105982,45.77950388,45.82631783
23,6,0.001,400,-10.41469101,-10.33418392,45.79091896,45.83895265
29,5,0.001,400,-10.41929411,-10.33832854,45.80938462,45.8557148
12,4,0.001,600,-10.41038346,-10.3404402,45.77363889,45.86425498
26,2,0.001,600,-10.41593117,-10.34224996,45.79589396,45.87157421
27,2,0.001,600,-10.41668964,-10.34291495,45.79893661,45.87426367
31,1,0.001,900,-10.4167816,-10.34762099,45.79930552,45.89329632
25,1,0.001,1000,-10.42651685,-10.35670345,45.83835924,45.93002863
28,5,0.001,400,-10.43998543,-10.3570987,45.89238949,45.93162713
10,7,0.001,500,-10.42839158,-10.35854374,45.84587984,45.93747132
37,1,0.001,800,-10.43516332,-10.36135855,45.87304522,45.9488553
16,2,0.001,800,-10.44048559,-10.3718249,45.89439592,45.99118447
20,2,0.001,700,-10.44249131,-10.37222535,45.90244201,45.99280399
22,6,0.001,400,-10.45769682,-10.37721131,45.96344007,46.01296877
13,5,0.001,500,-10.45497908,-10.38253135,45.95253767,46.03448465
38,1,0.001,800,-10.45638396,-10.38480903,45.95817344,46.04369631
25,3,0.001,500,-10.46335102,-10.3859537,45.98612235,46.0483257
19,7,0.001,400,-10.47448492,-10.39569979,46.03078684,46.0877419
36,4,0.001,400,-10.4810831,-10.39623522,46.05725597,46.08990735
22,2,0.001,700,-10.46173817,-10.39745463,45.97965227,46.09483901
29,1,0.001,900,-10.48068358,-10.40899715,46.05565328,46.14152053
28,1,0.01,100,-10.46977836,-10.41162052,46.01190614,46.15213028
19,2,0.001,700,-10.48703671,-10.41599328,46.08113932,46.16981507
